mode,month,well,observed_h_m,modelled_h_recurrence_m,modelled_h_nearest_hollow_m
C,2023-05,ceh34,-1.09,-1.577,-3.151
C,2023-05,ceh36,-0.83,-1.122,-2.424
C,2023-05,ceh39,-0.67,-1.122,-4.249
C,2023-05,ceh40,-0.71,-1.122,-1.586
C,2023-05,ceh41,-0.59,-1.122,-1.934
C,2023-05,ceh42,-0.62,-1.122,-1.854
C,2023-05,wmc3,-1.38,-1.122,-3.633
C,2023-05,wmc4,-0.92,-1.122,-1.884
C,2023-05,nw8b,-1.68,-1.122,-2.353
C,2023-05,ceh3,-1.31,-1.491,-1.476
C,2023-05,ceh22,-0.81,-0.972,-1.222
C,2023-05,ceh37,-0.63,-0.972,-1.469
C,2023-05,p2,-0.59,-0.856,-0.721
C,2023-05,pe,-0.92,-0.972,-3.263
C,2023-05,pw,-0.85,-1.122,-1.659
C,2023-05,p1,-0.67,-1.122,-3.546
C,2023-06,nw1,-2.0,-1.381,-3.031
C,2023-06,nw2,-1.19,-1.381,-1.692
C,2023-06,nw3,-0.98,-1.243,-1.786
C,2023-06,nw4,-0.73,-1.243,-1.55
C,2023-06,nw4b,-0.74,-1.243,-1.646
C,2023-06,nw5,-1.01,-1.381,-2.383
C,2023-06,nw6,-0.94,-1.381,-1.929
C,2023-06,nw7,-1.67,-1.381,-2.97
C,2023-06,nw9,-1.139,-1.671,-0.182
C,2023-06,nw10,-1.53,-1.843,-1.601
C,2023-06,nw11,-1.24,-1.381,-1.539
C,2023-06,nw13,-1.15,-1.381,-2.143
C,2023-06,ceh1,-1.1,-1.381,-2.098
C,2023-06,ceh2,-1.66,-1.846,-2.766
C,2023-06,ceh4,-1.08,-1.381,-1.864
C,2023-06,ceh5,-0.9,-1.099,-2.421
C,2023-06,ceh6,-0.75,-1.099,-1.184
C,2023-06,ceh9,-1.03,-1.381,-4.641
C,2023-06,ceh10,-1.77,-1.243,-1.726
C,2023-06,ceh11,-0.98,-1.099,-1.89
C,2023-06,ceh13,-1.56,-1.841,-4.898
C,2023-06,ceh14,-1.48,-1.843,-4.009
C,2023-06,ceh16,-1.25,-1.671,-0.535
C,2023-06,ceh17,-2.38,-1.672,-1.034
C,2023-06,ceh18,-1.21,-1.381,-1.625
C,2023-06,ceh19,-1.21,-1.671,0.084
C,2023-06,ceh20,-1.59,-1.847,-2.049
C,2023-06,ceh21,-1.32,-1.381,-0.973
C,2023-06,ceh23,-0.85,-1.099,-1.351
C,2023-06,ceh24,-0.85,-1.243,-1.528
C,2023-06,ceh25,-0.925,-1.099,-1.399
C,2023-06,ceh26,-0.825,-1.099,-1.541
C,2023-06,ceh27,-0.8,-1.099,-1.333
C,2023-06,ceh28,-0.87,-1.243,-1.539
C,2023-06,ceh30,-1.98,-1.855,-2.041
C,2023-06,ceh31,-1.76,-1.671,-0.758
C,2023-06,ceh33,-2.05,-1.855,-2.201
C,2023-06,ceh34,-1.22,-1.84,-3.413
C,2023-06,ceh36,-0.98,-1.381,-2.695
C,2023-06,ceh39,-0.84,-1.381,-4.508
C,2023-06,ceh40,-0.87,-1.381,-1.846
C,2023-06,ceh41,-0.79,-1.381,-2.193
C,2023-06,ceh42,-0.79,-1.381,-2.113
C,2023-06,wmc3,-1.52,-1.381,-3.813
C,2023-06,wmc4,-1.2,-1.381,-2.143
C,2023-06,nw8b,-1.77,-1.381,-2.533
C,2023-06,ceh3,-1.33,-1.671,-1.747
C,2023-06,ceh22,-0.86,-1.243,-1.494
C,2023-06,ceh37,-0.93,-1.243,-1.74
C,2023-06,p2,-0.81,-1.099,-0.963
C,2023-06,pe,-1.15,-1.243,-3.506
C,2023-06,pw,-1.03,-1.381,-1.918
C,2023-06,p1,-0.706,-1.381,-3.806
C,2023-07,nw1,-1.94,-1.296,-2.946
C,2023-07,nw2,-1.13,-1.296,-1.607
C,2023-07,nw3,-0.95,-1.133,-1.676
C,2023-07,nw4,-0.6,-1.133,-1.44
C,2023-07,nw4b,-0.59,-1.133,-1.536
C,2023-07,nw5,-1.09,-1.296,-2.298
C,2023-07,nw6,-0.9,-1.296,-1.844
C,2023-07,nw7,-1.83,-1.296,-2.885
C,2023-07,nw9,-1.249,-1.62,-0.097
C,2023-07,nw10,-1.64,-1.862,-1.516
C,2023-07,nw11,-1.19,-1.296,-1.454
C,2023-07,nw13,-1.08,-1.296,-2.058
C,2023-07,ceh1,-1.09,-1.296,-2.013
C,2023-07,ceh2,-1.79,-1.865,-2.681
C,2023-07,ceh4,-1.07,-1.296,-1.754
C,2023-07,ceh5,-0.77,-0.908,-2.31
C,2023-07,ceh6,-0.41,-0.908,-0.993
C,2023-07,ceh9,-1.13,-1.296,-4.556
C,2023-07,ceh10,-1.75,-1.133,-1.615
C,2023-07,ceh11,-0.82,-0.908,-1.699
C,2023-07,ceh13,-1.68,-1.86,-4.917
C,2023-07,ceh14,-1.63,-1.862,-3.924
C,2023-07,ceh16,-1.29,-1.62,-0.45
C,2023-07,ceh17,-2.42,-1.62,-0.949
C,2023-07,ceh18,-1.27,-1.296,-1.54
C,2023-07,ceh19,-1.22,-1.62,0.169
C,2023-07,ceh20,-1.7,-1.866,-1.964
C,2023-07,ceh21,-1.32,-1.296,-0.888
C,2023-07,ceh23,-0.57,-0.908,-1.16
C,2023-07,ceh24,-0.68,-1.133,-1.418
C,2023-07,ceh25,-0.665,-0.908,-1.208
C,2023-07,ceh26,-0.565,-0.908,-1.35
C,2023-07,ceh27,-0.6,-0.908,-1.142
C,2023-07,ceh28,-0.78,-1.133,-1.428
C,2023-07,ceh30,-2.07,-1.874,-1.956
C,2023-07,ceh31,-1.95,-1.62,-0.673
C,2023-07,ceh33,-2.17,-1.874,-2.116
C,2023-07,ceh34,-1.33,-1.859,-3.432
C,2023-07,ceh36,-0.93,-1.296,-2.585
C,2023-07,ceh39,-0.89,-1.296,-4.423
C,2023-07,ceh40,-0.89,-1.296,-1.761
C,2023-07,ceh41,-0.87,-1.296,-2.108
C,2023-07,ceh42,-0.77,-1.296,-2.028
C,2023-07,wmc3,-1.66,-1.296,-3.762
C,2023-07,wmc4,-1.13,-1.296,-2.058
C,2023-07,nw8b,-1.87,-1.296,-2.482
C,2023-07,ceh3,-1.19,-1.62,-1.637
C,2023-07,ceh22,-0.81,-1.133,-1.383
C,2023-07,ceh37,-0.78,-1.133,-1.63
C,2023-07,p2,-0.43,-0.908,-0.772
C,2023-07,pe,-1.06,-1.133,-3.315
C,2023-07,pw,-1.02,-1.296,-1.833
C,2023-07,p1,-0.74,-1.296,-3.721
C,2023-08,nw1,-1.94,-1.196,-2.846
C,2023-08,nw2,-1.15,-1.196,-1.507
C,2023-08,nw3,-0.9,-1.009,-1.552
C,2023-08,nw4,-0.64,-1.009,-1.316
C,2023-08,nw4b,-0.67,-1.009,-1.412
C,2023-08,nw5,-1.09,-1.196,-2.198
C,2023-08,nw6,-0.83,-1.196,-1.744
C,2023-08,nw7,-1.74,-1.196,-2.784
C,2023-08,nw9,-1.059,-1.556,0.003
C,2023-08,nw10,-1.53,-1.855,-1.415
C,2023-08,nw11,-1.2,-1.196,-1.354
C,2023-08,nw13,-1.08,-1.196,-1.958
C,2023-08,ceh1,-1.08,-1.196,-1.912
C,2023-08,ceh2,-1.72,-1.858,-2.58
C,2023-08,ceh4,-0.99,-1.196,-1.63
C,2023-08,ceh5,-0.72,-0.72,-2.186
C,2023-08,ceh6,-0.43,-0.72,-0.805
C,2023-08,ceh9,-1.11,-1.196,-4.456
C,2023-08,ceh10,-1.71,-1.009,-1.491
C,2023-08,ceh11,-0.84,-0.72,-1.511
C,2023-08,ceh13,-1.63,-1.853,-4.911
C,2023-08,ceh14,-1.64,-1.855,-3.824
C,2023-08,ceh16,-1.19,-1.556,-0.35
C,2023-08,ceh17,-2.3,-1.556,-0.849
C,2023-08,ceh18,-1.18,-1.196,-1.439
C,2023-08,ceh19,-1.12,-1.556,0.27
C,2023-08,ceh20,-1.61,-1.859,-1.863
C,2023-08,ceh21,-1.28,-1.196,-0.787
C,2023-08,ceh23,-0.6,-0.72,-0.972
C,2023-08,ceh24,-0.75,-1.009,-1.294
C,2023-08,ceh25,-0.665,-0.72,-1.02
C,2023-08,ceh26,-0.595,-0.72,-1.162
C,2023-08,ceh27,-0.61,-0.72,-0.954
C,2023-08,ceh28,-0.81,-1.009,-1.304
C,2023-08,ceh30,-2.02,-1.866,-1.855
C,2023-08,ceh31,-1.81,-1.556,-0.573
C,2023-08,ceh33,-2.12,-1.867,-2.015
C,2023-08,ceh34,-1.27,-1.852,-3.426
C,2023-08,ceh36,-0.88,-1.196,-2.461
C,2023-08,ceh39,-0.87,-1.196,-4.323
C,2023-08,ceh40,-0.91,-1.196,-1.66
C,2023-08,ceh41,-0.82,-1.196,-2.008
C,2023-08,ceh42,-0.75,-1.196,-1.928
C,2023-08,wmc3,-1.49,-1.196,-3.698
C,2023-08,wmc4,-1.12,-1.196,-1.958
C,2023-08,nw8b,-1.79,-1.196,-2.418
C,2023-08,ceh3,-1.05,-1.556,-1.513
C,2023-08,ceh22,-0.77,-1.009,-1.259
C,2023-08,ceh37,-0.84,-1.009,-1.506
C,2023-08,p2,-0.48,-0.72,-0.584
C,2023-08,pe,-1.1,-1.009,-3.127
C,2023-08,pw,-1.02,-1.196,-1.733
C,2023-08,p1,-0.73,-1.196,-3.62
C,2023-09,nw1,-1.72,-1.003,-2.653
C,2023-09,nw2,-0.91,-1.003,-1.314
C,2023-09,nw3,-0.66,-0.787,-1.33
C,2023-09,nw4,-0.34,-0.787,-1.094
C,2023-09,nw4b,-0.33,-0.787,-1.19
C,2023-09,nw5,-0.85,-1.003,-2.005
C,2023-09,nw6,-0.62,-1.003,-1.551
C,2023-09,nw7,-1.58,-1.003,-2.591
C,2023-09,nw9,-0.939,-1.428,0.196
C,2023-09,nw10,-1.42,-1.76,-1.222
C,2023-09,nw11,-1.02,-1.003,-1.161
C,2023-09,nw13,-0.85,-1.003,-1.765
C,2023-09,ceh1,-0.88,-1.003,-1.719
C,2023-09,ceh2,-1.67,-1.763,-2.387
C,2023-09,ceh4,-0.84,-1.003,-1.408
C,2023-09,ceh5,-0.35,-0.443,-1.965
C,2023-09,ceh6,0.02,-0.443,-0.529
C,2023-09,ceh9,-0.94,-1.003,-4.263
C,2023-09,ceh10,-1.5,-0.787,-1.27
C,2023-09,ceh11,-0.48,-0.443,-1.234
C,2023-09,ceh13,-1.65,-1.758,-4.816
C,2023-09,ceh14,-1.67,-1.76,-3.631
C,2023-09,ceh16,-1.11,-1.428,-0.157
C,2023-09,ceh17,-2.22,-1.428,-0.656
C,2023-09,ceh18,-1.01,-1.003,-1.246
C,2023-09,ceh19,-1.01,-1.428,0.463
C,2023-09,ceh20,-1.57,-1.763,-1.67
C,2023-09,ceh21,-1.11,-1.003,-0.594
C,2023-09,ceh23,-0.09,-0.443,-0.696
C,2023-09,ceh24,-0.39,-0.787,-1.072
C,2023-09,ceh25,-0.235,-0.443,-0.744
C,2023-09,ceh26,-0.115,-0.443,-0.885
C,2023-09,ceh27,-0.23,-0.443,-0.678
C,2023-09,ceh28,-0.49,-0.787,-1.083
C,2023-09,ceh30,-1.94,-1.771,-1.662
C,2023-09,ceh31,-1.72,-1.428,-0.38
C,2023-09,ceh33,-2.06,-1.771,-1.822
C,2023-09,ceh34,-1.25,-1.757,-3.331
C,2023-09,ceh36,-0.72,-1.003,-2.239
C,2023-09,ceh39,-0.71,-1.003,-4.13
C,2023-09,ceh40,-0.71,-1.003,-1.467
C,2023-09,ceh41,-0.64,-1.003,-1.815
C,2023-09,ceh42,-0.52,-1.003,-1.735
C,2023-09,wmc3,-1.39,-1.003,-3.57
C,2023-09,wmc4,-0.88,-1.003,-1.765
C,2023-09,nw8b,-1.63,-1.003,-2.29
C,2023-09,ceh3,-0.98,-1.428,-1.291
C,2023-09,ceh22,-0.6,-0.787,-1.038
C,2023-09,ceh37,-0.5,-0.787,-1.284
C,2023-09,p2,-0.14,-0.443,-0.308
C,2023-09,pe,-0.82,-0.787,-2.85
C,2023-09,pw,-0.83,-1.003,-1.54
C,2023-09,p1,-0.73,-1.003,-3.427
C,2023-10,nw1,-1.49,-0.757,-2.407
C,2023-10,nw2,-0.69,-0.757,-1.068
C,2023-10,nw3,-0.33,-0.518,-1.061
C,2023-10,nw4,-0.12,-0.518,-0.825
C,2023-10,nw4b,-0.19,-0.518,-0.921
C,2023-10,nw5,-0.65,-0.757,-1.759
C,2023-10,nw6,-0.44,-0.757,-1.305
C,2023-10,nw7,-1.33,-0.757,-2.346
C,2023-10,nw9,-0.719,-1.261,0.442
C,2023-10,nw10,-1.2,-1.582,-0.977
C,2023-10,nw11,-0.76,-0.757,-0.915
C,2023-10,nw13,-0.59,-0.757,-1.519
C,2023-10,ceh1,-0.67,-0.757,-1.474
C,2023-10,ceh2,-1.42,-1.585,-2.142
C,2023-10,ceh4,-0.62,-0.757,-1.139
C,2023-10,ceh5,-0.08,-0.153,-1.696
C,2023-10,ceh6,0.06,-0.153,-0.238
C,2023-10,ceh9,-0.7,-0.757,-4.017
C,2023-10,ceh10,-1.22,-0.518,-1.001
C,2023-10,ceh11,-0.28,-0.153,-0.944
C,2023-10,ceh13,-1.37,-1.581,-4.638
C,2023-10,ceh14,-1.4,-1.583,-3.385
C,2023-10,ceh16,-0.91,-1.261,0.089
C,2023-10,ceh17,-1.95,-1.261,-0.41
C,2023-10,ceh18,-0.76,-0.757,-1.001
C,2023-10,ceh19,-0.76,-1.261,0.708
C,2023-10,ceh20,-1.33,-1.586,-1.425
C,2023-10,ceh21,-0.94,-0.757,-0.349
C,2023-10,ceh23,-0.01,-0.153,-0.405
C,2023-10,ceh24,-0.19,-0.518,-0.803
C,2023-10,ceh25,-0.035,-0.153,-0.453
C,2023-10,ceh26,-0.035,-0.153,-0.595
C,2023-10,ceh27,-0.03,-0.153,-0.387
C,2023-10,ceh28,-0.21,-0.518,-0.814
C,2023-10,ceh30,-1.74,-1.593,-1.417
C,2023-10,ceh31,-1.45,-1.261,-0.134
C,2023-10,ceh33,-1.78,-1.594,-1.577
C,2023-10,ceh34,-1.02,-1.579,-3.153
C,2023-10,ceh36,-0.49,-0.757,-1.97
C,2023-10,ceh39,-0.47,-0.757,-3.884
C,2023-10,ceh40,-0.45,-0.757,-1.222
C,2023-10,ceh41,-0.36,-0.757,-1.569
C,2023-10,ceh42,-0.29,-0.757,-1.489
C,2023-10,wmc3,-1.13,-0.757,-3.403
C,2023-10,wmc4,-0.64,-0.757,-1.519
C,2023-10,nw8b,-1.38,-0.757,-2.123
C,2023-10,ceh3,-0.75,-1.261,-1.022
C,2023-10,ceh22,-0.45,-0.518,-0.769
C,2023-10,ceh37,-0.26,-0.518,-1.015
C,2023-10,p2,-0.08,-0.153,-0.017
C,2023-10,pe,-0.59,-0.518,-2.56
C,2023-10,pw,-0.59,-0.757,-1.294
C,2023-11,nw1,-1.28,-0.703,-2.353
C,2023-11,nw2,-0.49,-0.703,-1.014
C,2023-11,nw3,-0.19,-0.469,-1.012
C,2023-11,nw4,0.01,-0.469,-0.776
C,2023-11,nw4b,0.0,-0.469,-0.872
C,2023-11,nw5,-0.56,-0.703,-1.705
C,2023-11,nw6,-0.37,-0.703,-1.251
C,2023-11,nw7,-1.24,-0.703,-2.291
C,2023-11,nw9,-0.559,-1.221,0.496
C,2023-11,nw10,-1.04,-1.502,-0.922
C,2023-11,nw11,-0.55,-0.703,-0.861
C,2023-11,nw13,-0.4,-0.703,-1.465
C,2023-11,ceh1,-0.52,-0.703,-1.419
C,2023-11,ceh2,-1.29,-1.505,-2.087
C,2023-11,ceh4,-0.58,-0.703,-1.09
C,2023-11,ceh5,0.1,-0.146,-1.647
C,2023-11,ceh6,0.16,-0.146,-0.232
C,2023-11,ceh9,-0.59,-0.703,-3.963
C,2023-11,ceh10,-1.21,-0.469,-0.952
C,2023-11,ceh11,-0.19,-0.146,-0.937
C,2023-11,ceh13,-1.25,-1.5,-4.558
C,2023-11,ceh14,-1.2,-1.503,-3.331
C,2023-11,ceh16,-0.8,-1.221,0.143
C,2023-11,ceh17,-2.01,-1.221,-0.356
C,2023-11,ceh18,-0.68,-0.703,-0.946
C,2023-11,ceh19,-0.78,-1.221,0.763
C,2023-11,ceh20,-1.24,-1.506,-1.37
C,2023-11,ceh21,-0.88,-0.703,-0.294
C,2023-11,ceh23,-0.01,-0.146,-0.399
C,2023-11,ceh24,-0.09,-0.469,-0.754
C,2023-11,ceh25,0.175,-0.146,-0.447
C,2023-11,ceh26,-0.025,-0.146,-0.588
C,2023-11,ceh27,0.04,-0.146,-0.381
C,2023-11,ceh28,-0.02,-0.469,-0.765
C,2023-11,ceh30,-1.66,-1.513,-1.362
C,2023-11,ceh31,-1.41,-1.221,-0.08
C,2023-11,ceh33,-1.71,-1.513,-1.522
C,2023-11,ceh34,-0.89,-1.499,-3.073
C,2023-11,ceh36,-0.49,-0.703,-1.921
C,2023-11,ceh39,-0.35,-0.703,-3.83
C,2023-11,ceh40,-0.32,-0.703,-1.167
C,2023-11,ceh41,-0.27,-0.703,-1.515
C,2023-11,ceh42,-0.21,-0.703,-1.435
C,2023-11,wmc3,-1.07,-0.703,-3.363
C,2023-11,wmc4,-0.44,-0.703,-1.465
C,2023-11,nw8b,-1.3,-0.703,-2.083
C,2023-11,ceh3,-0.63,-1.221,-0.973
C,2023-11,ceh22,-0.49,-0.469,-0.72
C,2023-11,ceh37,-0.08,-0.469,-0.966
C,2023-11,p2,-0.03,-0.146,-0.011
C,2023-11,pe,-0.48,-0.469,-2.553
C,2023-11,pw,-0.46,-0.703,-1.24
C,2023-12,nw1,-1.07,-0.47,-2.12
C,2023-12,nw2,-0.26,-0.47,-0.781
C,2023-12,nw3,0.0,-0.222,-0.765
C,2023-12,nw4,0.0,-0.222,-0.529
C,2023-12,nw4b,0.01,-0.222,-0.625
C,2023-12,nw5,-0.39,-0.47,-1.472
C,2023-12,nw6,-0.17,-0.47,-1.018
C,2023-12,nw7,-0.99,-0.47,-2.058
C,2023-12,nw9,-0.609,-1.058,0.729
C,2023-12,nw10,-0.75,-1.291,-0.689
C,2023-12,nw11,-0.33,-0.47,-0.628
C,2023-12,nw13,-0.18,-0.47,-1.232
C,2023-12,ceh1,-0.15,-0.47,-1.186
C,2023-12,ceh2,-0.99,-1.294,-1.854
C,2023-12,ceh4,-0.38,-0.47,-0.843
C,2023-12,ceh5,0.18,0.087,-1.4
C,2023-12,ceh6,0.25,0.087,0.001
C,2023-12,ceh9,-0.29,-0.47,-3.73
C,2023-12,ceh10,-0.45,-0.222,-0.705
C,2023-12,ceh11,-0.13,0.087,-0.704
C,2023-12,ceh13,-1.05,-1.289,-4.347
C,2023-12,ceh14,-0.78,-1.291,-3.098
C,2023-12,ceh16,-0.64,-1.058,0.376
C,2023-12,ceh17,-1.83,-1.058,-0.123
C,2023-12,ceh18,-0.51,-0.47,-0.713
C,2023-12,ceh19,-0.69,-1.058,0.996
C,2023-12,ceh20,-0.99,-1.294,-1.137
C,2023-12,ceh21,-0.82,-0.47,-0.061
C,2023-12,ceh23,0.01,0.087,-0.166
C,2023-12,ceh24,0.16,-0.222,-0.507
C,2023-12,ceh25,0.295,0.087,-0.214
C,2023-12,ceh26,0.015,0.087,-0.355
C,2023-12,ceh27,0.22,0.087,-0.148
C,2023-12,ceh28,0.06,-0.222,-0.518
C,2023-12,ceh30,-1.43,-1.302,-1.129
C,2023-12,ceh31,-1.21,-1.058,0.153
C,2023-12,ceh33,-1.48,-1.302,-1.289
C,2023-12,ceh34,-0.65,-1.288,-2.862
C,2023-12,ceh36,-0.34,-0.47,-1.674
C,2023-12,ceh39,-0.09,-0.47,-3.597
C,2023-12,ceh40,-0.19,-0.47,-0.934
C,2023-12,ceh41,0.02,-0.47,-1.282
C,2023-12,ceh42,-0.06,-0.47,-1.202
C,2023-12,wmc3,-0.88,-0.47,-3.2
C,2023-12,wmc4,-0.22,-0.47,-1.232
C,2023-12,nw8b,-1.04,-0.47,-1.92
C,2023-12,ceh3,-1.05,-1.058,-0.726
C,2023-12,ceh22,-0.44,-0.222,-0.473
C,2023-12,ceh37,0.2,-0.222,-0.719
C,2023-12,p2,-0.02,0.087,0.222
C,2023-12,pe,-0.4,-0.222,-2.32
C,2023-12,pw,-0.23,-0.47,-1.007
C,2024-01,nw1,-0.88,-0.286,-1.936
C,2024-01,nw2,-0.09,-0.286,-0.597
C,2024-01,nw3,0.01,-0.033,-0.576
C,2024-01,nw4,0.03,-0.033,-0.34
C,2024-01,nw4b,0.02,-0.033,-0.436
C,2024-01,nw5,0.0,-0.286,-1.288
C,2024-01,nw6,0.06,-0.286,-0.834
C,2024-01,nw7,-0.81,-0.286,-1.874
C,2024-01,nw9,-0.429,-0.928,0.913
C,2024-01,nw10,-0.46,-1.102,-0.505
C,2024-01,nw11,-0.09,-0.286,-0.444
C,2024-01,nw13,-0.03,-0.286,-1.048
C,2024-01,ceh1,0.1,-0.286,-1.002
C,2024-01,ceh2,-0.81,-1.104,-1.67
C,2024-01,ceh4,-0.23,-0.286,-0.654
C,2024-01,ceh5,0.21,0.245,-1.21
C,2024-01,ceh6,0.35,0.245,0.16
C,2024-01,ceh9,-0.18,-0.286,-3.546
C,2024-01,ceh10,-0.17,-0.033,-0.515
C,2024-01,ceh11,-0.05,0.245,-0.546
C,2024-01,ceh13,-0.89,-1.1,-4.158
C,2024-01,ceh14,-0.49,-1.102,-2.914
C,2024-01,ceh16,-0.51,-0.928,0.56
C,2024-01,ceh17,-1.76,-0.928,0.061
C,2024-01,ceh18,-0.4,-0.286,-0.529
C,2024-01,ceh19,-0.62,-0.928,1.18
C,2024-01,ceh20,-0.87,-1.105,-0.953
C,2024-01,ceh21,-0.72,-0.286,0.123
C,2024-01,ceh23,0.02,0.245,-0.007
C,2024-01,ceh24,0.25,-0.033,-0.318
C,2024-01,ceh25,0.325,0.245,-0.055
C,2024-01,ceh26,0.025,0.245,-0.197
C,2024-01,ceh27,0.32,0.245,0.011
C,2024-01,ceh28,0.08,-0.033,-0.328
C,2024-01,ceh30,-1.34,-1.112,-0.945
C,2024-01,ceh31,-1.18,-0.928,0.337
C,2024-01,ceh33,-1.36,-1.113,-1.105
C,2024-01,ceh34,-0.49,-1.099,-2.673
C,2024-01,ceh36,-0.25,-0.286,-1.485
C,2024-01,ceh39,0.03,-0.286,-3.413
C,2024-01,ceh40,-0.19,-0.286,-0.75
C,2024-01,ceh41,0.03,-0.286,-1.098
C,2024-01,ceh42,0.04,-0.286,-1.018
C,2024-01,wmc3,-0.76,-0.286,-3.07
C,2024-01,wmc4,-0.08,-0.286,-1.048
C,2024-01,nw8b,-0.96,-0.286,-1.79
C,2024-01,ceh3,-0.89,-0.928,-0.537
C,2024-01,ceh22,-0.35,-0.033,-0.283
C,2024-01,ceh37,0.3,-0.033,-0.53
C,2024-01,p2,0.01,0.245,0.381
C,2024-01,pe,-0.31,-0.033,-2.162
C,2024-01,pw,-0.23,-0.286,-0.823
C,2024-02,nw1,-0.8,-0.25,-1.9
C,2024-02,nw2,-0.01,-0.25,-0.561
C,2024-02,nw3,0.05,-0.007,-0.55
C,2024-02,nw4,0.05,-0.007,-0.314
C,2024-02,nw4b,0.04,-0.007,-0.41
C,2024-02,nw5,0.07,-0.25,-1.252
C,2024-02,nw6,0.09,-0.25,-0.798
C,2024-02,nw7,-0.57,-0.25,-1.839
C,2024-02,nw9,-0.269,-0.897,0.949
C,2024-02,nw10,-0.14,-1.022,-0.47
C,2024-02,nw11,0.03,-0.25,-0.408
C,2024-02,nw13,0.05,-0.25,-1.012
C,2024-02,ceh1,0.18,-0.25,-0.967
C,2024-02,ceh2,-0.54,-1.025,-1.635
C,2024-02,ceh4,-0.14,-0.25,-0.628
C,2024-02,ceh5,0.23,0.224,-1.184
C,2024-02,ceh6,0.45,0.224,0.138
C,2024-02,ceh9,-0.1,-0.25,-3.51
C,2024-02,ceh10,-0.14,-0.007,-0.489
C,2024-02,ceh11,-0.04,0.224,-0.567
C,2024-02,ceh13,-0.6,-1.021,-4.079
C,2024-02,ceh14,0.06,-1.023,-2.878
C,2024-02,ceh16,-0.35,-0.897,0.596
C,2024-02,ceh17,-1.63,-0.897,0.097
C,2024-02,ceh18,-0.28,-0.25,-0.494
C,2024-02,ceh19,-0.51,-0.897,1.215
C,2024-02,ceh20,-0.66,-1.026,-0.918
C,2024-02,ceh21,-0.63,-0.25,0.158
C,2024-02,ceh23,0.02,0.224,-0.029
C,2024-02,ceh24,0.35,-0.007,-0.292
C,2024-02,ceh25,0.345,0.224,-0.077
C,2024-02,ceh26,0.035,0.224,-0.218
C,2024-02,ceh27,0.38,0.224,-0.011
C,2024-02,ceh28,0.16,-0.007,-0.302
C,2024-02,ceh30,-1.14,-1.033,-0.91
C,2024-02,ceh31,-1.05,-0.897,0.373
C,2024-02,ceh33,-1.16,-1.033,-1.07
C,2024-02,ceh34,-0.2,-1.019,-2.594
C,2024-02,ceh36,-0.13,-0.25,-1.459
C,2024-02,ceh39,0.07,-0.25,-3.377
C,2024-02,ceh40,-0.16,-0.25,-0.715
C,2024-02,ceh41,0.04,-0.25,-1.062
C,2024-02,ceh42,0.22,-0.25,-0.982
C,2024-02,wmc3,-0.6,-0.25,-3.039
C,2024-02,wmc4,0.01,-0.25,-1.012
C,2024-02,nw8b,-0.81,-0.25,-1.759
C,2024-02,ceh3,-0.77,-0.897,-0.511
C,2024-02,ceh22,-0.28,-0.007,-0.257
C,2024-02,ceh37,0.4,-0.007,-0.504
C,2024-02,p2,0.03,0.224,0.359
C,2024-02,pe,-0.31,-0.007,-2.183
C,2024-02,pw,-0.21,-0.25,-0.787
C,2024-03,nw1,-0.8,-0.126,-1.776
C,2024-03,nw2,0.03,-0.126,-0.437
C,2024-03,nw3,0.04,0.122,-0.421
C,2024-03,nw4,0.05,0.122,-0.185
C,2024-03,nw4b,0.05,0.122,-0.281
C,2024-03,nw5,0.08,-0.126,-1.128
C,2024-03,nw6,0.09,-0.126,-0.674
C,2024-03,nw7,-0.55,-0.126,-1.714
C,2024-03,nw9,-0.269,-0.806,1.073
C,2024-03,nw10,0.0,-0.892,-0.345
C,2024-03,nw11,0.02,-0.126,-0.284
C,2024-03,nw13,0.02,-0.126,-0.888
C,2024-03,ceh1,0.37,-0.126,-0.842
C,2024-03,ceh2,-0.21,-0.894,-1.51
C,2024-03,ceh4,-0.12,-0.126,-0.499
C,2024-03,ceh5,0.19,0.333,-1.056
C,2024-03,ceh6,0.29,0.333,0.248
C,2024-03,ceh9,-0.1,-0.126,-3.386
C,2024-03,ceh10,-0.16,0.122,-0.361
C,2024-03,ceh11,-0.04,0.333,-0.458
C,2024-03,ceh13,-0.34,-0.89,-3.949
C,2024-03,ceh14,0.28,-0.892,-2.754
C,2024-03,ceh16,-0.29,-0.806,0.72
C,2024-03,ceh17,-1.59,-0.806,0.221
C,2024-03,ceh18,-0.25,-0.126,-0.369
C,2024-03,ceh19,-0.53,-0.806,1.34
C,2024-03,ceh20,-0.51,-0.895,-0.793
C,2024-03,ceh21,-0.47,-0.126,0.283
C,2024-03,ceh23,0.05,0.333,0.081
C,2024-03,ceh24,0.37,0.122,-0.163
C,2024-03,ceh25,0.325,0.333,0.033
C,2024-03,ceh26,0.035,0.333,-0.109
C,2024-03,ceh27,0.37,0.333,0.099
C,2024-03,ceh28,0.16,0.122,-0.174
C,2024-03,ceh30,-1.04,-0.902,-0.785
C,2024-03,ceh31,-1.11,-0.806,0.497
C,2024-03,ceh33,-1.04,-0.902,-0.945
C,2024-03,ceh34,-0.01,-0.889,-2.464
C,2024-03,ceh36,-0.06,-0.126,-1.33
C,2024-03,ceh39,0.07,-0.126,-3.253
C,2024-03,ceh40,-0.16,-0.126,-0.59
