Parameter,Well,Era,Value,Unit,Note,Source
CoeffShift_CEH6_db3,CEH6,Delta,0.0413,m,,10e
CoeffShift_Impact_mean_db1,Impact,,-0.0467,m,n_wells=1,10e
CoeffShift_Impact_mean_db2,Impact,,-0.2696,m,n_wells=1,10e
CoeffShift_Impact_mean_db3,Impact,,0.002,m,n_wells=1,10e
CoeffShift_Edge_mean_db1,Edge,,-0.2865999999999999,m,n_wells=4,10e
CoeffShift_Edge_mean_db2,Edge,,-0.074625,m,n_wells=4,10e
CoeffShift_Edge_mean_db3,Edge,,-0.0105999999999999,m,n_wells=4,10e
CoeffShift_Forest Ctrl_mean_db1,Forest Ctrl,,-0.0899399999999999,m,n_wells=5,10e
CoeffShift_Forest Ctrl_mean_db2,Forest Ctrl,,0.11162,m,n_wells=5,10e
CoeffShift_Forest Ctrl_mean_db3,Forest Ctrl,,-0.00728,m,n_wells=5,10e
CoeffShift_Climate Ctrl_mean_db1,Climate Ctrl,,-0.0095799999999999,m,n_wells=5,10e
CoeffShift_Climate Ctrl_mean_db2,Climate Ctrl,,-0.18352,m,n_wells=5,10e
CoeffShift_Climate Ctrl_mean_db3,Climate Ctrl,,-0.0012399999999999,m,n_wells=5,10e
SSM_Resid_Impact_mean_step,,,0.0806,m,n=1,10f
SSM_Resid_Edge_mean_step,,,0.0218,m,n=4,10f
SSM_Resid_Forest_Ctrl_mean_step,,,0.0533,m,n=5,10f
SSM_Resid_Coastal_Ctrl_mean_step,,,-0.0952,m,n=2,10f
SSM_Resid_Climate_Ctrl_mean_step,,,-0.0153,m,n=5,10f
Synth_Impact_step,,,0.1013,m,"p=<0.001, n_donors=6",10f
Synth_Edge_step,,,0.0441,m,"p=0.189, n_donors=6",10f
NW10_trend_slope_mm_yr,,,-26.4,mm/yr,"p=0.101, n=6",10g
NW10_mean_anomaly_2010_2021,,,0.2951,m,,10g
Transect_gradient_mm_per_100m,,,-0.5,mm/100m,p=0.141,10g
Rolling_b1_impact_pre,,,2.496,,,10g
Rolling_b1_impact_post,,,2.669,,,10g
Rolling_b1_shift,,,0.174,,toward C3,10g
Rolling_b1_c3_post,,,3.712,,,10g
synth_FE1_R2_cal,,,0.997837363362488,m,,10h
synth_FE1_RMSE_mm,,,18.16889836779735,mm,,10h
synth_FE1_hindcast_months,,,47.0,m,,10h
synth_FE1_pre_scraping_months,,,44.0,m,,10h
synth_FE1_postfell_divergence_mm,,,9.873871381511348,mm,,10h
synth_FE1_postfell_divergence_p,,,0.1185009046021592,m,,10h
synth_FE2_R2_cal,,,0.9943780185237052,m,,10h
synth_FE2_RMSE_mm,,,24.63422626136565,mm,,10h
synth_FE2_hindcast_months,,,47.0,m,,10h
synth_FE2_pre_scraping_months,,,44.0,m,,10h
synth_FE2_postfell_divergence_mm,,,28.75283606738303,mm,,10h
synth_FE2_postfell_divergence_p,,,0.0005693227372796,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Forest_clearfell_step,,,0.0780084015091774,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Forest_clearfell_p,,,0.0013657317399145,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Forest_R2,,,0.2784025553172726,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Forest_N,,,162.0,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Forest_net_clearfell,,,0.1365196569753315,m,Forest/Combined step minus Climate background,10h
ANCOVA_A_WMC3+FE1+FE2_Climate_clearfell_step,,,-0.0585112554661541,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Climate_clearfell_p,,,0.0764993939172918,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Climate_R2,,,0.1033689845863569,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Climate_N,,,140.0,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Climate_net_clearfell,,,0.0,m,Forest/Combined step minus Climate background,10h
ANCOVA_A_WMC3+FE1+FE2_Combined_clearfell_step,,,0.0316008664347493,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Combined_clearfell_p,,,0.0228507130205986,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Combined_R2,,,0.2028004445107784,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Combined_N,,,138.0,m,,10h
ANCOVA_A_WMC3+FE1+FE2_Combined_net_clearfell,,,0.0901121219009034,m,Forest/Combined step minus Climate background,10h
ANCOVA_B_WMC3+FE2_Forest_clearfell_step,,,0.0941365338915583,m,,10h
ANCOVA_B_WMC3+FE2_Forest_clearfell_p,,,0.0024500829481548,m,,10h
ANCOVA_B_WMC3+FE2_Forest_R2,,,0.3022560025869324,m,,10h
ANCOVA_B_WMC3+FE2_Forest_N,,,162.0,m,,10h
ANCOVA_B_WMC3+FE2_Forest_net_clearfell,,,0.1315444673155149,m,Forest/Combined step minus Climate background,10h
ANCOVA_B_WMC3+FE2_Climate_clearfell_step,,,-0.0374079334239566,m,,10h
ANCOVA_B_WMC3+FE2_Climate_clearfell_p,,,0.2027699265720709,m,,10h
ANCOVA_B_WMC3+FE2_Climate_R2,,,0.1751732897166411,m,,10h
ANCOVA_B_WMC3+FE2_Climate_N,,,140.0,m,,10h
ANCOVA_B_WMC3+FE2_Climate_net_clearfell,,,0.0,m,Forest/Combined step minus Climate background,10h
ANCOVA_B_WMC3+FE2_Combined_clearfell_step,,,0.0490699303473546,m,,10h
ANCOVA_B_WMC3+FE2_Combined_clearfell_p,,,0.0016120336460646,m,,10h
ANCOVA_B_WMC3+FE2_Combined_R2,,,0.3494052513193673,m,,10h
ANCOVA_B_WMC3+FE2_Combined_N,,,138.0,m,,10h
ANCOVA_B_WMC3+FE2_Combined_net_clearfell,,,0.0864778637713112,m,Forest/Combined step minus Climate background,10h
ANCOVA_C_WMC3_only_Forest_clearfell_step,,,0.1082302637839488,m,,10h
ANCOVA_C_WMC3_only_Forest_clearfell_p,,,0.0034230166290002,m,,10h
ANCOVA_C_WMC3_only_Forest_R2,,,0.2315193224239854,m,,10h
ANCOVA_C_WMC3_only_Forest_N,,,162.0,m,,10h
ANCOVA_C_WMC3_only_Forest_net_clearfell,,,0.1275322389560832,m,Forest/Combined step minus Climate background,10h
ANCOVA_C_WMC3_only_Climate_clearfell_step,,,-0.0193019751721343,m,,10h
ANCOVA_C_WMC3_only_Climate_clearfell_p,,,0.4626042509000125,m,,10h
ANCOVA_C_WMC3_only_Climate_R2,,,0.1887599012571306,m,,10h
ANCOVA_C_WMC3_only_Climate_N,,,140.0,m,,10h
ANCOVA_C_WMC3_only_Climate_net_clearfell,,,0.0,m,Forest/Combined step minus Climate background,10h
ANCOVA_C_WMC3_only_Combined_clearfell_step,,,0.0656004116094338,m,,10h
ANCOVA_C_WMC3_only_Combined_clearfell_p,,,0.0006887415927796,m,,10h
ANCOVA_C_WMC3_only_Combined_R2,,,0.2592261405219282,m,,10h
ANCOVA_C_WMC3_only_Combined_N,,,138.0,m,,10h
ANCOVA_C_WMC3_only_Combined_net_clearfell,,,0.0849023867815681,m,Forest/Combined step minus Climate background,10h
CEH34_hindcast_donor,,,CEH9,,Donor well identity for CEH34 hindcast,10i
CEH34_hindcast_alpha,,,-0.15018633842781148,m,OLS intercept (SE 0.0352),10i
CEH34_hindcast_beta,,,1.0485934298890425,,OLS slope (SE 0.0380),10i
CEH34_hindcast_r2,,,0.9091055596895393,,OLS r² on 78-month pre-clearfell calibration,10i
CEH34_hindcast_rmse_m,,,0.12602961940245525,m,Residual standard error,10i
CEH34_hindcast_pred_interval_95_m,,,0.24701805402881227,m,±1.96·RMSE 95% prediction band,10i
CEH34_hindcast_n_calibration,,,78.0,months,Calibration sample size,10i
CEH34_hindcast_n_synthetic,,,51.0,months,Synthetic-extension record length,10i
FourZone_C3Warren_clearfell_step,C3/Warren,Post_felling,0.0079321911997291,m,"vs Forest; p=0.5261, CI=[-0.0166,0.0325]",10k
FourZone_C3Warren_clearfell_step_se,C3/Warren,Post_felling,0.0125107904651909,m,,10k
FourZone_C3Warren_scraping_step,C3/Warren,Post_scraping,-0.0350299407178461,m,vs Forest; p=0.1610,10k
FourZone_Edge_clearfell_step,Edge,Post_felling,-0.0397502865473807,m,"vs Forest; p=0.0548, CI=[-0.0803,0.0008]",10k
FourZone_Edge_clearfell_step_se,Edge,Post_felling,0.0206944624034442,m,,10k
FourZone_Edge_scraping_step,Edge,Post_scraping,0.0732995247637807,m,vs Forest; p=0.0061,10k
FourZone_Impact_clearfell_step,Impact,Post_felling,0.027008185035516,m,"vs Forest; p=0.0248, CI=[0.0034,0.0506]",10k
FourZone_Impact_clearfell_step_se,Impact,Post_felling,0.0120345564075606,m,,10k
FourZone_Impact_scraping_step,Impact,Post_scraping,0.0454685866328202,m,vs Forest; p=0.0440,10k
FourZone_R2,all_zones,,0.8477510247287864,,Joint model R²,10k
FourZone_N,all_zones,,2492.0,well-months,Pooled-panel sample size,10k
FourZone_contrast_C3Warren_vs_Forest,C3/Warren - Forest,Post_felling,0.0079,m,"primary; p=0.5261, CI=[-0.0166,0.0325]",10k
FourZone_contrast_Edge_vs_Forest,Edge - Forest,Post_felling,-0.0398,m,"primary; p=0.0548, CI=[-0.0803,0.0008]",10k
FourZone_contrast_Impact_vs_Forest,Impact - Forest,Post_felling,0.027,m,"primary; p=0.0248, CI=[0.0034,0.0506]",10k
FourZone_contrast_Impact_vs_Edge,Impact - Edge,Post_felling,0.0668,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.0001)",10k
FourZone_contrast_Impact_vs_C3Warren,Impact - C3/Warren,Post_felling,0.0191,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.0000)",10k
FourZone_contrast_Edge_vs_C3Warren,Edge - C3/Warren,Post_felling,-0.0477,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.0052)",10k
FourZoneSummer_C3Warren_clearfell_step,C3/Warren,Post_felling_Jun-Sep,0.0119999999999998,m,"vs Forest; p=0.2572, CI=[-0.0088,0.0328]",10l
FourZoneSummer_C3Warren_clearfell_step_se,C3/Warren,Post_felling_Jun-Sep,0.0105913375421158,m,,10l
FourZoneSummer_C3Warren_N,C3/Warren,Jun-Sep,52.0,well-years,"n_pre=24, n_post=28, n_wells=4",10l
FourZoneSummer_Edge_clearfell_step,Edge,Post_felling_Jun-Sep,-0.0285887445887436,m,"vs Forest; p=0.1622, CI=[-0.0687,0.0115]",10l
FourZoneSummer_Edge_clearfell_step_se,Edge,Post_felling_Jun-Sep,0.0204562427668003,m,,10l
FourZoneSummer_Edge_N,Edge,Jun-Sep,51.0,well-years,"n_pre=24, n_post=27, n_wells=4",10l
FourZoneSummer_Impact_clearfell_step,Impact,Post_felling_Jun-Sep,-0.0072857142857142,m,"vs Forest; p=0.3576, CI=[-0.0228,0.0082]",10l
FourZoneSummer_Impact_clearfell_step_se,Impact,Post_felling_Jun-Sep,0.0079194352276419,m,,10l
FourZoneSummer_Impact_N,Impact,Jun-Sep,13.0,well-years,"n_pre=6, n_post=7, n_wells=1",10l
FourZoneSummer_R2,all_zones,,0.7241872391214368,,Joint model R²,10l
FourZoneSummer_N,all_zones,,181.0,well-years,Pooled-panel sample size,10l
FourZoneSummer_contrast_C3Warren_vs_Forest,C3/Warren - Forest,Post_felling_Jun-Sep,0.012,m,"primary; p=0.2572, CI=[-0.0088,0.0328]",10l
FourZoneSummer_contrast_Edge_vs_Forest,Edge - Forest,Post_felling_Jun-Sep,-0.0286,m,"primary; p=0.1622, CI=[-0.0687,0.0115]",10l
FourZoneSummer_contrast_Impact_vs_Forest,Impact - Forest,Post_felling_Jun-Sep,-0.0073,m,"primary; p=0.3576, CI=[-0.0228,0.0082]",10l
FourZoneSummer_contrast_Impact_vs_Edge,Impact - Edge,Post_felling_Jun-Sep,0.0213,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.2587)",10l
FourZoneSummer_contrast_Impact_vs_C3Warren,Impact - C3/Warren,Post_felling_Jun-Sep,-0.0193,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.0061)",10l
FourZoneSummer_contrast_Edge_vs_C3Warren,Edge - C3/Warren,Post_felling_Jun-Sep,-0.0406,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.0438)",10l
FourZoneSpring_C3Warren_clearfell_step,C3/Warren,Post_felling_Mar-May,-0.0106422916666675,m,"vs Forest; p=0.5633, CI=[-0.0467,0.0255]",10l
FourZoneSpring_C3Warren_clearfell_step_se,C3/Warren,Post_felling_Mar-May,0.0184154821866716,m,,10l
FourZoneSpring_C3Warren_N,C3/Warren,Mar-May,56.0,well-years,"n_pre=24, n_post=32, n_wells=4",10l
FourZoneSpring_Edge_clearfell_step,Edge,Post_felling_Mar-May,-0.0531610416666658,m,"vs Forest; p=0.0268, CI=[-0.1002,-0.0061]",10l
FourZoneSpring_Edge_clearfell_step_se,Edge,Post_felling_Mar-May,0.024011117795002,m,,10l
FourZoneSpring_Edge_N,Edge,Mar-May,56.0,well-years,"n_pre=24, n_post=32, n_wells=4",10l
FourZoneSpring_Impact_clearfell_step,Impact,Post_felling_Mar-May,-0.0022766666666663,m,"vs Forest; p=0.8848, CI=[-0.0331,0.0285]",10l
FourZoneSpring_Impact_clearfell_step_se,Impact,Post_felling_Mar-May,0.0157158447071594,m,,10l
FourZoneSpring_Impact_N,Impact,Mar-May,14.0,well-years,"n_pre=6, n_post=8, n_wells=1",10l
FourZoneSpring_R2,all_zones,,0.588482274976319,,Joint model R²,10l
FourZoneSpring_N,all_zones,,196.0,well-years,Pooled-panel sample size,10l
FourZoneSpring_contrast_C3Warren_vs_Forest,C3/Warren - Forest,Post_felling_Mar-May,-0.0106,m,"primary; p=0.5633, CI=[-0.0467,0.0255]",10l
FourZoneSpring_contrast_Edge_vs_Forest,Edge - Forest,Post_felling_Mar-May,-0.0532,m,"primary; p=0.0268, CI=[-0.1002,-0.0061]",10l
FourZoneSpring_contrast_Impact_vs_Forest,Impact - Forest,Post_felling_Mar-May,-0.0023,m,"primary; p=0.8848, CI=[-0.0331,0.0285]",10l
FourZoneSpring_contrast_Impact_vs_Edge,Impact - Edge,Post_felling_Mar-May,0.0509,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.0051)",10l
FourZoneSpring_contrast_Impact_vs_C3Warren,Impact - C3/Warren,Post_felling_Mar-May,0.0084,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.3835)",10l
FourZoneSpring_contrast_Edge_vs_C3Warren,Edge - C3/Warren,Post_felling_Mar-May,-0.0425,m,"DERIVED contrast — point estimate exact, but SE/p are covariance-dependent and not comparable to primary contrasts; do not cite as significance (p_derived=0.0384)",10l
WMC3_BACI_DiD_step_2015_scraping,WMC3,Post-2015 scrape / pre-fell,-0.0457863892141556,m,"raw difference-in-differences, Pre-2015 scrape (baseline) → Post-2015 scrape / pre-fell; consistent with scraping drawdown",10m
WMC3_BACI_DiD_step_2017_clearfell,WMC3,Post-clearfell / pre-2023,0.040136813835072,m,"raw difference-in-differences, Post-2015 scrape / pre-fell → Post-clearfell / pre-2023; consistent with clearfell recovery",10m
WMC3_BACI_DiD_step_2023_scraping,WMC3,Post-2023 scrape,-0.0531471127327542,m,"raw difference-in-differences, Post-clearfell / pre-2023 → Post-2023 scrape; consistent with scraping drawdown",10m
WMC3_ANCOVA_clearfell_step_ref,WMC3,Post_felling,0.108230263783953,m,"reference copy of 10a headline (p=0.0034, CI=[0.0369,0.1796])",10m
SynthDiD_Impact_step,,,0.0476650985005349,m,"vs Forest Ctrl, HAC p=0.131, maxlags=4",10n
SynthDiD_Impact_se,,,0.0315810724683754,m,Newey-West HAC,10n
SynthDiD_Edge_step,,,-0.0089792052275098,m,"vs Forest Ctrl, HAC p=0.649, maxlags=4",10n
SynthDiD_Edge_se,,,0.0197191388268967,m,Newey-West HAC,10n
SynthDiD_Impact_pretrend,,,-0.0132504821585523,m/yr,HAC p=0.006; PARALLEL TRENDS FAIL,10n
SynthDiD_Impact_step_detrended,,,0.0400396423831314,m,"discontinuity net of a common linear trend, HAC p=0.311",10n
SynthDiD_Edge_pretrend,,,-0.021010800718336,m/yr,HAC p=<0.001; PARALLEL TRENDS FAIL,10n
SynthDiD_Edge_step_detrended,,,0.0122780584728885,m,"discontinuity net of a common linear trend, HAC p=0.695",10n
